res_id,store_name,category,address,tel,business_hours,res_cnt,Lat,Lon
1651733971,드래곤 피자,피자,서울 마포구 동교로30길 6 지하1층,0507-1307-8003,금:17:00 - 22:00/토:12:00 - 22:00 16:00 - 17:00 브레이크타임/일:12:00 - 22:00 16:00 - 17:00 브레이크타임/월:정기휴무 (매주 월요일)/화:17:00 - 22:00/수:17:00 - 22:00/목:17:00 - 22:00,0,37.5605279,126.9245545
1554706925,피자네버슬립스,피자,서울 마포구 양화로6길 73 4층 피자네버슬립스,0507-1414-1820,매일:12:00 - 23:00,0,37.5486179,126.9182982
37624477,더피자보이즈 합정본점,피자,서울 마포구 독막로9길 6 2층,02-322-9896,금:12:00 - 22:00 15:00 - 16:00 브레이크타임/토:12:00 - 22:00/일:12:00 - 21:00/월:12:00 - 22:00 15:00 - 16:00 브레이크타임/화:12:00 - 22:00 15:00 - 16:00 브레이크타임/수:12:00 - 22:00 15:00 - 16:00 브레이크타임/목:12:00 - 22:00 15:00 - 16:00 브레이크타임,0,37.548574,126.9196462
401951052,미도인 종로,양식,서울 종로구 종로 51 지하2층,02-720-5097,금:11:20 - 21:00 14:40 - 17:00 브레이크타임 20:10 라스트오더/토:11:20 - 21:00 15:30 - 17:00 브레이크타임 20:10 라스트오더/일:11:20 - 21:00 15:30 - 17:00 브레이크타임 20:10 라스트오더/월:11:20 - 21:00 14:40 - 17:00 브레이크타임 20:10 라스트오더/화:11:20 - 21:00 14:40 - 17:00 브레이크타임 20:10 라스트오더/수:11:20 - 21:00 14:40 - 17:00 브레이크타임 20:10 라스트오더/목:11:20 - 21:00 14:40 - 17:00 브레이크타임 20:10 라스트오더,0,37.5707534,126.9836385
1870183298,플디 도산점,테마카페,서울 강남구 압구정로42길 24-5 로비스빌딩 4층,0507-1326-6341,매일:12:00 - 21:00,0,37.5272407,127.0345769
1123489755,도산분식 도산공원점,종합분식,서울 강남구 도산대로49길 10-6 젤로빌딩,02-514-5060,"매일:11:30 - 20:30 15:00 - 17:00 브레이크타임 14:30, 20:00 라스트오더",0,37.523689,127.0378994
1066163540,마초야 송파점,"우동,소바",서울 송파구 백제고분로40길 24 1층,0507-1352-1403,매일:11:30 - 21:00 15:00 - 17:00 브레이크타임 20:30 라스트오더,0,37.5025758,127.1070676
1114875415,회산물식당,생선회,서울 용산구 신흥로 143 1층,02-318-8282,금:16:00 - 새벽 00:00/토:12:00 - 새벽 00:00/일:12:00 - 새벽 00:00/월:16:00 - 새벽 00:00/화:16:00 - 새벽 00:00/수:16:00 - 새벽 00:00/목:16:00 - 새벽 00:00,0,37.5459911,126.9816427
1940699496,피슈마라홍탕 부천중동점,중식당,경기 부천시 석천로183번길 11,032-321-3230,매일:11:00 - 22:00 15:00 - 16:00 브레이크타임,0,37.5037477,126.7624837
1911444489,차경,"카페,디저트",전북 전주시 완산구 경기전길 61 차경,0507-1328-4820,금:11:30 - 20:00 19:30 라스트오더/토:10:30 - 21:00 20:30 라스트오더/일:10:30 - 20:00 19:30 라스트오더/월:정기휴무 (매주 월요일)/화:11:30 - 20:00 19:30 라스트오더/수:11:30 - 20:00 19:30 라스트오더/목:11:30 - 20:00 19:30 라스트오더,0,35.8167372,127.1507243
20906193,빨강우산,"맥주,호프",서울 마포구 어울마당로 136-9,070-4213-7928,,0,37.5559046,126.9254908
895457986,카페 노티드 청담,카페,서울 강남구 도산대로53길 15 1층,0507-1426-9399,매일:09:00 - 21:00,0,37.5241931,127.0383006
38299496,킨지 연남점,일식당,서울 마포구 동교로 227-11 2층,0507-1401-6167,매일:11:30 - 22:00,0,37.5607759,126.9235147
1482543689,표표마라탕 사당점,중식당,서울 관악구 남현2길 8,0507-1361-5188,금:11:30 - 22:00/토:11:30 - 22:00/일:11:30 - 22:00/월:11:30 - 22:00/화:정기휴무 (매주 화요일)/수:11:30 - 22:00/목:11:30 - 22:00,0,37.4759939,126.9769455
35394856,애정마라샹궈,중식당,서울 성북구 동소문로20나길 11,0507-1413-3721,금:11:00 - 23:00/토:11:00 - 23:00/일:11:00 - 23:00/월:11:00 - 23:00/화:11:00 - 23:00/수:11:00 - 23:00/목:11:00 - 23:00,0,37.5921744,127.0172505
1942996855,호랑이굴,일식당,경기 안양시 동안구 시민대로 214 다운타운빌딩 1층 109호 호랑이굴,0507-1337-1244,금:11:30 - 새벽 00:00 15:00 - 17:00 브레이크타임/토:11:30 - 새벽 00:00 15:00 - 16:00 브레이크타임/일:11:30 - 새벽 00:00 15:00 - 16:00 브레이크타임/월:11:30 - 새벽 00:00 15:00 - 17:00 브레이크타임/화:11:30 - 새벽 00:00 15:00 - 17:00 브레이크타임/수:11:30 - 새벽 00:00 15:00 - 17:00 브레이크타임/목:11:30 - 새벽 00:00 15:00 - 17:00 브레이크타임,0,37.3919353,126.9548145
1689326866,더 라운지,"카페,디저트",전남 순천시 왕지4길 18 3층 더라운지,0507-1477-3131,금:11:00 - 21:00 20:00 라스트오더/토:11:00 - 21:00 20:00 라스트오더/일:13:00 - 21:00 20:00 라스트오더/월:11:00 - 21:00 20:00 라스트오더/화:11:00 - 21:00 20:00 라스트오더/수:11:00 - 21:00 20:00 라스트오더/목:11:00 - 21:00 20:00 라스트오더,0,34.9680887,127.5253358
850445885,남문통닭 본점,"치킨,닭강정",경기 수원시 팔달구 정조로800번길 16,1522-8818,매일:12:00 - 22:00,0,37.279436,127.0176436
20510754,달콤한거짓말,케이크전문,"서울 마포구 독막로 61-4 1, 2층",02-3141-3338,금:11:00 - 23:00/토:11:00 - 23:00/일:11:00 - 23:00/월:정기휴무 (매주 월요일)/화:11:00 - 23:00/수:11:00 - 23:00/목:11:00 - 23:00,0,37.5480795,126.9205945
37072845,사이드쇼,떡볶이,서울 강남구 봉은사로 524 코엑스인터콘티넨탈서울,070-4148-5515,매일:11:00 - 22:00 20:40 라스트오더,0,37.5128784,127.0572911
1546544014,88파운드,베이커리,서울 마포구 연남로13길 9 101호,0507-1318-4614,금:12:00 - 20:00/토:12:00 - 20:00/일:12:00 - 20:00/월:정기휴무 (매주 월요일)/화:정기휴무 (매주 화요일)/수:12:00 - 20:00/목:12:00 - 20:00,0,37.5667114,126.9168394
33276367,교동석갈비,한식,전북 전주시 완산구 태조로 26 마패,063-288-2282,금:10:50 - 20:30 20:00 라스트오더/토:10:50 - 21:00 20:30 라스트오더/일:10:50 - 21:00 20:30 라스트오더/월:10:50 - 20:30 20:00 라스트오더/화:10:50 - 20:30 20:00 라스트오더/수:10:50 - 20:30 20:00 라스트오더/목:10:50 - 20:30 20:00 라스트오더,0,35.8146514,127.1519984
1323998281,릴린,아시아음식,서울 마포구 동교로34길 17,0507-1410-6036,금:11:30 - 21:00 15:00 - 17:00 브레이크타임 20:30 라스트오더/토:11:30 - 21:00 15:00 - 17:00 브레이크타임 20:30 라스트오더/일:11:30 - 21:00 15:00 - 17:00 브레이크타임 20:30 라스트오더/월:11:30 - 21:00 15:00 - 17:00 브레이크타임 20:30 라스트오더/화:정기휴무 (매주 화요일)/수:11:30 - 21:00 15:00 - 17:00 브레이크타임 20:30 라스트오더/목:11:30 - 21:00 15:00 - 17:00 브레이크타임 20:30 라스트오더,0,37.5609684,126.9252934
1976097430,키커피 컴퍼니,카페,서울 성동구 왕십리로 269 1층 키커피,0507-1302-8893,금:10:00 - 21:00/토:10:00 - 21:00/일:10:00 - 21:00/월:정기휴무 (매주 월요일)/화:10:00 - 21:00/수:10:00 - 21:00/목:10:00 - 21:00,0,37.5585817,127.0375193
1781165370,잭슨피자 압구정점,피자,서울 강남구 압구정로 144 107호,02-512-0717,매일:11:00 - 22:00,0,37.5249808,127.0246049
1160097068,빌리앤오티스,베이커리,서울 강남구 선릉로76길 5 1층 카페 빌리앤오티스,02-565-3368,금:11:00 - 18:00/토:11:00 - 18:00/일:정기휴무 (매주 일요일)/월:정기휴무 (매주 월요일)/화:11:00 - 18:00/수:11:00 - 18:00/목:11:00 - 18:00,0,37.5014827,127.050974
152310007,제일곱창 본점,"곱창,막창,양",서울 성동구 고산자로 281,010-8690-9792,금:12:00 - 22:00/토:12:00 - 22:00/일:정기휴무 (매주 일요일)/월:12:00 - 22:00/화:12:00 - 22:00/수:12:00 - 22:00/목:12:00 - 22:00,0,37.5648198,127.0359945
1712521730,구욱희씨,베이커리,"서울 성동구 서울숲4길 12-22 1,2층",0507-1413-7799,매일:12:00 - 22:00,0,37.5471087,127.0418701
1500504643,카페레이어드 연남점,"카페,디저트",서울 마포구 성미산로 161-4,,매일:11:00 - 22:00,0,37.5649954,126.9242086
1103092572,호족반,한식,서울 강남구 언주로164길 39 1층,0507-1399-3353,"금:11:30 - 21:30 15:30 - 17:30 브레이크타임 15:00, 21:00 라스트오더/토:11:30 - 21:30 21:00 라스트오더/일:11:30 - 21:30 21:00 라스트오더/월:11:30 - 21:30 15:30 - 17:30 브레이크타임 15:00, 21:00 라스트오더/화:11:30 - 21:30 15:30 - 17:30 브레이크타임 15:00, 21:00 라스트오더/수:11:30 - 21:30 15:30 - 17:30 브레이크타임 15:00, 21:00 라스트오더/목:11:30 - 21:30 15:30 - 17:30 브레이크타임 15:00, 21:00 라스트오더",0,37.5254483,127.036756
1966812335,427월곡닭갈비,닭갈비,서울 성북구 화랑로 170,02-959-4620,금:16:30 - 23:00 22:00 라스트오더/토:16:30 - 23:00 22:00 라스트오더/일:16:30 - 23:00 22:00 라스트오더/월:정기휴무 (매주 월요일)/화:16:30 - 23:00 22:00 라스트오더/수:16:30 - 23:00 22:00 라스트오더/목:16:30 - 23:00 22:00 라스트오더,0,37.606695,127.0495671
1708120554,소바식당,"우동,소바",서울 성동구 연무장7가길 6,02-6339-1552,매일:11:00 - 21:00 15:00 - 17:00 브레이크타임,0,37.5430115,127.0549945
1455299135,크림라벨 서울숲점,케이크전문,서울 성동구 서울숲2길 34 1층,0507-1463-4557,금:12:00 - 20:00/토:12:00 - 20:00/일:12:00 - 20:00/월:정기휴무 (매주 월요일)/화:12:00 - 20:00/수:12:00 - 20:00/목:12:00 - 20:00,0,37.5465529,127.0423085
37272611,디노브런치,브런치,부산 부산진구 전포대로199번길 12,010-2103-9947,토:10:30 - 20:00/일:10:30 - 20:00/월:정기휴무 (매주 월요일)/화:10:30 - 20:00/수:10:30 - 20:00/목:10:30 - 20:00/금:10:30 - 20:00,0,35.1546175,129.0644392
1480979852,잠수교집 5호점,한식,서울 강남구 언주로153길 14,02-543-0434,매일:11:30 - 22:00,0,37.5227486,127.0320828
1327035832,하이디라오 부산역점,중식당,부산 동구 중앙대로 175,0507-1361-8907,토:10:00 - 23:00/일:10:00 - 23:00/월:10:00 - 23:00/화:10:00 - 23:00/수:10:00 - 23:00/목:10:00 - 23:00/금:10:00 - 23:00,0,35.113298,129.0383208
338405512,미즈컨테이너 홍대점,이탈리아음식,서울 마포구 와우산로18길 32,070-4047-9295,,0,37.5516095,126.9240669
31305657,퍼지네이블 광안점,바(BAR),부산 수영구 광안해변로 177,0507-1316-6343,매일:11:30 - 새벽 05:00,0,35.1504671,129.1158045
1926429712,해목,일식당,서울 강남구 선릉로145길 14,02-6203-0021,매일:11:00 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더,0,37.5215365,127.0383111
